National №,Name,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,img_url,Generation
529,Drilbur,Ground,Mole Pokémon,0.3,"1,00",8.5,18.7,1. Sand Rush2. Sand ForceMold Breaker (hidden ability),035 (Black/White)076 (Black 2/White 2)166 (Sword/Shield),1 Attack,120.0,"15.7% with PokéBall, full HP",50.0,normal,66.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,85.0,157.0,295.0,40.0,76.0,196.0,30.0,58.0,174.0,45.0,85.0,207.0,68.0,126.0,258.0,https://img.pokemondb.net/artwork/drilbur.jpg,5.0
530,Excadrill,Ground Steel,Subterrene Pokémon,0.7,"2,04",40.4,89.1,1. Sand Rush2. Sand ForceMold Breaker (hidden ability),036 (Black/White)077 (Black 2/White 2)167 (Sword/Shield),2 Attack,60.0,"7.8% with PokéBall, full HP",50.0,normal,178.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",110.0,330.0,424.0,135.0,247.0,405.0,60.0,112.0,240.0,50.0,94.0,218.0,65.0,121.0,251.0,88.0,162.0,302.0,https://img.pokemondb.net/artwork/excadrill.jpg,5.0
531,Audino,Normal,Hearing Pokémon,1.1,"3,07",31.0,68.3,1. Healer2. RegeneratorKlutz (hidden ability),037 (Black/White)036 (Black 2/White 2)123 (X/Y — Central Kalos)021 (The Crown Tundra),2 HP,255.0,"33.3% with PokéBall, full HP",50.0,normal,390.0,Fast,Fairy,50,50.0,20.0,"4,884–5,140 steps",103.0,316.0,410.0,60.0,112.0,240.0,86.0,159.0,298.0,60.0,112.0,240.0,86.0,159.0,298.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/audino.jpg,5.0
532,Timburr,Fighting,Muscular Pokémon,0.6,"2,00",12.5,27.6,1. Guts2. Sheer ForceIron Fist (hidden ability),038 (Black/White)073 (Black 2/White 2)093 (X/Y — Mountain Kalos)171 (Sword/Shield)057 (The Crown Tundra),1 Attack,180.0,"23.5% with PokéBall, full HP",70.0,higher than normal,61.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,80.0,148.0,284.0,55.0,103.0,229.0,25.0,49.0,163.0,35.0,67.0,185.0,35.0,67.0,185.0,https://img.pokemondb.net/artwork/timburr.jpg,5.0
533,Gurdurr,Fighting,Muscular Pokémon,1.2,"3,11",40.0,88.2,1. Guts2. Sheer ForceIron Fist (hidden ability),039 (Black/White)074 (Black 2/White 2)094 (X/Y — Mountain Kalos)172 (Sword/Shield)058 (The Crown Tundra),2 Attack,90.0,"11.8% with PokéBall, full HP",50.0,normal,142.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",85.0,280.0,374.0,105.0,193.0,339.0,85.0,157.0,295.0,40.0,76.0,196.0,50.0,94.0,218.0,40.0,76.0,196.0,https://img.pokemondb.net/artwork/gurdurr.jpg,5.0
534,Conkeldurr,Fighting,Muscular Pokémon,1.4,"4,07",87.0,191.8,1. Guts2. Sheer ForceIron Fist (hidden ability),040 (Black/White)075 (Black 2/White 2)095 (X/Y — Mountain Kalos)173 (Sword/Shield)059 (The Crown Tundra),3 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,227.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",105.0,320.0,414.0,140.0,256.0,416.0,95.0,175.0,317.0,55.0,103.0,229.0,65.0,121.0,251.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/conkeldurr.jpg,5.0
535,Tympole,Water,Tadpole Pokémon,0.5,"1,08",4.5,9.9,1. Swift Swim2. HydrationWater Absorb (hidden ability),041 (Black/White)228 (Black 2/White 2)132 (Sword/Shield),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,59.0,Medium Slow,Water 1,50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,50.0,94.0,218.0,40.0,76.0,196.0,50.0,94.0,218.0,40.0,76.0,196.0,64.0,119.0,249.0,https://img.pokemondb.net/artwork/tympole.jpg,5.0
536,Palpitoad,Water Ground,Vibration Pokémon,0.8,"2,07",17.0,37.5,1. Swift Swim2. HydrationWater Absorb (hidden ability),042 (Black/White)229 (Black 2/White 2)133 (Sword/Shield),2 HP,120.0,"15.7% with PokéBall, full HP",50.0,normal,134.0,Medium Slow,Water 1,50,50.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,65.0,121.0,251.0,55.0,103.0,229.0,65.0,121.0,251.0,55.0,103.0,229.0,69.0,128.0,260.0,https://img.pokemondb.net/artwork/palpitoad.jpg,5.0
537,Seismitoad,Water Ground,Vibration Pokémon,1.5,"4,11",62.0,136.7,1. Swift Swim2. Poison TouchWater Absorb (hidden ability),043 (Black/White)230 (Black 2/White 2)134 (Sword/Shield),3 HP,45.0,"5.9% with PokéBall, full HP",50.0,normal,229.0,Medium Slow,Water 1,50,50.0,20.0,"4,884–5,140 steps",105.0,320.0,414.0,95.0,175.0,317.0,75.0,139.0,273.0,85.0,157.0,295.0,75.0,139.0,273.0,74.0,137.0,271.0,https://img.pokemondb.net/artwork/seismitoad.jpg,5.0
538,Throh,Fighting,Judo Pokémon,1.3,"4,03",55.5,122.4,1. Guts2. Inner FocusMold Breaker (hidden ability),044 (Black/White)267 (Black 2/White 2)097 (X/Y — Coastal Kalos)248 (Sword/Shield),2 HP,45.0,"5.9% with PokéBall, full HP",50.0,normal,163.0,Medium Fast,Human-Like,100,0.0,20.0,"4,884–5,140 steps",120.0,350.0,444.0,100.0,184.0,328.0,85.0,157.0,295.0,30.0,58.0,174.0,85.0,157.0,295.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/throh.jpg,5.0
539,Sawk,Fighting,Karate Pokémon,1.4,"4,07",51.0,112.4,1. Sturdy2. Inner FocusMold Breaker (hidden ability),045 (Black/White)268 (Black 2/White 2)098 (X/Y — Coastal Kalos)249 (Sword/Shield),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,163.0,Medium Fast,Human-Like,100,0.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,125.0,229.0,383.0,75.0,139.0,273.0,30.0,58.0,174.0,75.0,139.0,273.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/sawk.jpg,5.0
540,Sewaddle,Bug Grass,Sewing Pokémon,0.3,"1,00",2.5,5.5,1. Swarm2. ChlorophyllOvercoat (hidden ability),046 (Black/White)017 (Black 2/White 2),1 Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,62.0,Medium Slow,Bug,50,50.0,15.0,"3,599–3,855 steps",45.0,200.0,294.0,53.0,99.0,225.0,70.0,130.0,262.0,40.0,76.0,196.0,60.0,112.0,240.0,42.0,80.0,201.0,https://img.pokemondb.net/artwork/sewaddle.jpg,5.0
541,Swadloon,Bug Grass,Leaf-Wrapped Pokémon,0.5,"1,08",7.3,16.1,1. Leaf Guard2. ChlorophyllOvercoat (hidden ability),047 (Black/White)018 (Black 2/White 2),2 Defense,120.0,"15.7% with PokéBall, full HP",50.0,normal,133.0,Medium Slow,Bug,50,50.0,15.0,"3,599–3,855 steps",55.0,220.0,314.0,63.0,117.0,247.0,90.0,166.0,306.0,50.0,94.0,218.0,80.0,148.0,284.0,42.0,80.0,201.0,https://img.pokemondb.net/artwork/swadloon.jpg,5.0
542,Leavanny,Bug Grass,Nurturing Pokémon,1.2,"3,11",20.5,45.2,1. Swarm2. ChlorophyllOvercoat (hidden ability),048 (Black/White)019 (Black 2/White 2),3 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,225.0,Medium Slow,Bug,50,50.0,15.0,"3,599–3,855 steps",75.0,260.0,354.0,103.0,189.0,335.0,80.0,148.0,284.0,70.0,130.0,262.0,80.0,148.0,284.0,92.0,170.0,311.0,https://img.pokemondb.net/artwork/leavanny.jpg,5.0
543,Venipede,Bug Poison,Centipede Pokémon,0.4,"1,04",5.3,11.7,1. Poison Point2. SwarmSpeed Boost (hidden ability),049 (Black/White)043 (Black 2/White 2)120 (X/Y — Central Kalos)074 (The Isle of Armor),1 Defense,255.0,"33.3% with PokéBall, full HP",50.0,normal,52.0,Medium Slow,Bug,50,50.0,15.0,"3,599–3,855 steps",30.0,170.0,264.0,45.0,85.0,207.0,59.0,110.0,238.0,30.0,58.0,174.0,39.0,74.0,194.0,57.0,107.0,234.0,https://img.pokemondb.net/artwork/venipede.jpg,5.0
544,Whirlipede,Bug Poison,Curlipede Pokémon,1.2,"3,11",58.5,129.0,1. Poison Point2. SwarmSpeed Boost (hidden ability),050 (Black/White)044 (Black 2/White 2)121 (X/Y — Central Kalos)075 (The Isle of Armor),2 Defense,120.0,"15.7% with PokéBall, full HP",50.0,normal,126.0,Medium Slow,Bug,50,50.0,15.0,"3,599–3,855 steps",40.0,190.0,284.0,55.0,103.0,229.0,99.0,182.0,326.0,40.0,76.0,196.0,79.0,146.0,282.0,47.0,89.0,212.0,https://img.pokemondb.net/artwork/whirlipede.jpg,5.0
545,Scolipede,Bug Poison,Megapede Pokémon,2.5,"8,02",200.5,442.0,1. Poison Point2. SwarmSpeed Boost (hidden ability),051 (Black/White)045 (Black 2/White 2)122 (X/Y — Central Kalos)076 (The Isle of Armor),3 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,218.0,Medium Slow,Bug,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,100.0,184.0,328.0,89.0,164.0,304.0,55.0,103.0,229.0,69.0,128.0,260.0,112.0,206.0,355.0,https://img.pokemondb.net/artwork/scolipede.jpg,5.0
546,Cottonee,Grass Fairy,Cotton Puff Pokémon,0.3,"1,00",0.6,1.3,1. Prankster2. InfiltratorChlorophyll (hidden ability),052 (Black/White)082 (Black 2/White 2)087 (Sun/Moon — Alola dex)105 (U.Sun/U.Moon — Alola dex)262 (Sword/Shield)168 (The Crown Tundra),1 Speed,190.0,"24.8% with PokéBall, full HP",50.0,normal,56.0,Medium Fast,"Fairy, Grass",50,50.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,27.0,53.0,168.0,60.0,112.0,240.0,37.0,71.0,190.0,50.0,94.0,218.0,66.0,123.0,254.0,https://img.pokemondb.net/artwork/cottonee.jpg,5.0
547,Whimsicott,Grass Fairy,Windveiled Pokémon,0.7,"2,04",6.6,14.6,1. Prankster2. InfiltratorChlorophyll (hidden ability),053 (Black/White)083 (Black 2/White 2)088 (Sun/Moon — Alola dex)106 (U.Sun/U.Moon — Alola dex)263 (Sword/Shield)169 (The Crown Tundra),2 Speed,75.0,"9.8% with PokéBall, full HP",50.0,normal,168.0,Medium Fast,"Fairy, Grass",50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,67.0,125.0,256.0,85.0,157.0,295.0,77.0,143.0,278.0,75.0,139.0,273.0,116.0,213.0,364.0,https://img.pokemondb.net/artwork/whimsicott.jpg,5.0
548,Petilil,Grass,Bulb Pokémon,0.5,"1,08",6.6,14.6,1. Chlorophyll2. Own TempoLeaf Guard (hidden ability),054 (Black/White)084 (Black 2/White 2)085 (Sun/Moon — Alola dex)103 (U.Sun/U.Moon — Alola dex)093 (Legends: Arceus)201 (The Isle of Armor),1 Special Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,56.0,Medium Fast,Grass,0,100.0,20.0,"4,884–5,140 steps",45.0,200.0,294.0,35.0,67.0,185.0,50.0,94.0,218.0,70.0,130.0,262.0,50.0,94.0,218.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/petilil.jpg,5.0
549,Lilligant,Grass,Flowering Pokémon,1.1,"3,07",16.3,35.9,1. Chlorophyll2. Own TempoLeaf Guard (hidden ability),055 (Black/White)085 (Black 2/White 2)086 (Sun/Moon — Alola dex)104 (U.Sun/U.Moon — Alola dex)094 (Legends: Arceus)202 (The Isle of Armor),2 Special Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,168.0,Medium Fast,Grass,0,100.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,60.0,112.0,240.0,75.0,139.0,273.0,110.0,202.0,350.0,75.0,139.0,273.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/lilligant.jpg,5.0
550,Basculin,Water,Hostile Pokémon,1.0,"3,03",18.0,39.7,1. Reckless2. AdaptabilityMold Breaker (hidden ability),056 (Black/White)104 (Black 2/White 2)060 (X/Y — Mountain Kalos)188 (U.Sun/U.Moon — Alola dex)154 (Sword/Shield)166 (Legends: Arceus)064 (The Crown Tundra),2 Speed,25.0,"3.3% with PokéBall, full HP",50.0,normal,161.0,Medium Fast,Water 2,50,50.0,40.0,"10,024–10,280 steps",70.0,250.0,344.0,92.0,170.0,311.0,65.0,121.0,251.0,80.0,148.0,284.0,55.0,103.0,229.0,98.0,180.0,324.0,https://img.pokemondb.net/artwork/basculin-red-striped.jpg,5.0
551,Sandile,Ground Dark,Desert Croc Pokémon,0.7,"2,04",15.2,33.5,1. Intimidate2. MoxieAnger Point (hidden ability),057 (Black/White)099 (Black 2/White 2)043 (X/Y — Coastal Kalos)232 (Sun/Moon — Alola dex)301 (U.Sun/U.Moon — Alola dex)176 (The Isle of Armor),1 Attack,180.0,"23.5% with PokéBall, full HP",50.0,normal,58.0,Medium Slow,Field,50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,72.0,134.0,267.0,35.0,67.0,185.0,35.0,67.0,185.0,35.0,67.0,185.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/sandile.jpg,5.0
552,Krokorok,Ground Dark,Desert Croc Pokémon,1.0,"3,03",33.4,73.6,1. Intimidate2. MoxieAnger Point (hidden ability),058 (Black/White)100 (Black 2/White 2)044 (X/Y — Coastal Kalos)233 (Sun/Moon — Alola dex)302 (U.Sun/U.Moon — Alola dex)177 (The Isle of Armor),2 Attack,90.0,"11.8% with PokéBall, full HP",50.0,normal,123.0,Medium Slow,Field,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,82.0,152.0,289.0,45.0,85.0,207.0,45.0,85.0,207.0,45.0,85.0,207.0,74.0,137.0,271.0,https://img.pokemondb.net/artwork/krokorok.jpg,5.0
553,Krookodile,Ground Dark,Intimidation Pokémon,1.5,"4,11",96.3,212.3,1. Intimidate2. MoxieAnger Point (hidden ability),059 (Black/White)101 (Black 2/White 2)045 (X/Y — Coastal Kalos)234 (Sun/Moon — Alola dex)303 (U.Sun/U.Moon — Alola dex)178 (The Isle of Armor),3 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,234.0,Medium Slow,Field,50,50.0,20.0,"4,884–5,140 steps",95.0,300.0,394.0,117.0,215.0,366.0,80.0,148.0,284.0,65.0,121.0,251.0,70.0,130.0,262.0,92.0,170.0,311.0,https://img.pokemondb.net/artwork/krookodile.jpg,5.0
554,Darumaka,Fire,Zen Charm Pokémon,0.6,"2,00",37.5,82.7,1. HustleInner Focus (hidden ability),060 (Black/White)102 (Black 2/White 2)367 (Sword/Shield)103 (The Crown Tundra),1 Attack,120.0,"15.7% with PokéBall, full HP",50.0,normal,63.0,Medium Slow,Field,50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,90.0,166.0,306.0,45.0,85.0,207.0,15.0,31.0,141.0,45.0,85.0,207.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/darumaka.jpg,5.0
555,Darmanitan,Fire,Blazing Pokémon,1.3,"4,03",92.9,204.8,1. Sheer ForceZen Mode (hidden ability),061 (Black/White)103 (Black 2/White 2)368 (Sword/Shield)104 (The Crown Tundra),2 Attack,60.0,"7.8% with PokéBall, full HP",50.0,normal,168.0,Medium Slow,Field,50,50.0,20.0,"4,884–5,140 steps",105.0,320.0,414.0,140.0,256.0,416.0,55.0,103.0,229.0,30.0,58.0,174.0,55.0,103.0,229.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/darmanitan-standard.jpg,5.0
556,Maractus,Grass,Cactus Pokémon,1.0,"3,03",28.0,61.7,1. Water Absorb2. ChlorophyllStorm Drain (hidden ability),062 (Black/White)119 (Black 2/White 2)296 (Sword/Shield),2 Special Attack,255.0,"33.3% with PokéBall, full HP",50.0,normal,161.0,Medium Fast,Grass,50,50.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,86.0,159.0,298.0,67.0,125.0,256.0,106.0,195.0,342.0,67.0,125.0,256.0,60.0,112.0,240.0,https://img.pokemondb.net/artwork/maractus.jpg,5.0
557,Dwebble,Bug Rock,Rock Inn Pokémon,0.3,"1,00",14.5,32.0,1. Sturdy2. Shell ArmorWeak Armor (hidden ability),063 (Black/White)115 (Black 2/White 2)023 (X/Y — Coastal Kalos)086 (Sword/Shield)122 (The Isle of Armor),1 Defense,190.0,"24.8% with PokéBall, full HP",50.0,normal,65.0,Medium Fast,"Bug, Mineral",50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,65.0,121.0,251.0,85.0,157.0,295.0,35.0,67.0,185.0,35.0,67.0,185.0,55.0,103.0,229.0,https://img.pokemondb.net/artwork/dwebble.jpg,5.0
558,Crustle,Bug Rock,Stone Home Pokémon,1.4,"4,07",200.0,440.9,1. Sturdy2. Shell ArmorWeak Armor (hidden ability),064 (Black/White)116 (Black 2/White 2)024 (X/Y — Coastal Kalos)087 (Sword/Shield)123 (The Isle of Armor),2 Defense,75.0,"9.8% with PokéBall, full HP",50.0,normal,170.0,Medium Fast,"Bug, Mineral",50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,105.0,193.0,339.0,125.0,229.0,383.0,65.0,121.0,251.0,75.0,139.0,273.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/crustle.jpg,5.0
559,Scraggy,Dark Fighting,Shedding Pokémon,0.6,"2,00",11.8,26.0,1. Shed Skin2. MoxieIntimidate (hidden ability),065 (Black/White)117 (Black 2/White 2)100 (X/Y — Central Kalos)335 (U.Sun/U.Moon — Alola dex)224 (Sword/Shield)161 (The Isle of Armor),1 Attack,180.0,"23.5% with PokéBall, full HP",35.0,lower than normal,70.0,Medium Fast,"Dragon, Field",50,50.0,15.0,"3,599–3,855 steps",50.0,210.0,304.0,75.0,139.0,273.0,70.0,130.0,262.0,35.0,67.0,185.0,70.0,130.0,262.0,48.0,90.0,214.0,https://img.pokemondb.net/artwork/scraggy.jpg,5.0
560,Scrafty,Dark Fighting,Hoodlum Pokémon,1.1,"3,07",30.0,66.1,1. Shed Skin2. MoxieIntimidate (hidden ability),066 (Black/White)118 (Black 2/White 2)101 (X/Y — Central Kalos)336 (U.Sun/U.Moon — Alola dex)225 (Sword/Shield)162 (The Isle of Armor),"1 Defense, 1 Special Defense",90.0,"11.8% with PokéBall, full HP",50.0,normal,171.0,Medium Fast,"Dragon, Field",50,50.0,15.0,"3,599–3,855 steps",65.0,240.0,334.0,90.0,166.0,306.0,115.0,211.0,361.0,45.0,85.0,207.0,115.0,211.0,361.0,58.0,108.0,236.0,https://img.pokemondb.net/artwork/scrafty.jpg,5.0
561,Sigilyph,Psychic Flying,Avianoid Pokémon,1.4,"4,07",14.0,30.9,1. Wonder Skin2. Magic GuardTinted Lens (hidden ability),067 (Black/White)120 (Black 2/White 2)090 (X/Y — Coastal Kalos)297 (Sword/Shield),2 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,172.0,Medium Fast,Flying,50,50.0,20.0,"4,884–5,140 steps",72.0,254.0,348.0,58.0,108.0,236.0,80.0,148.0,284.0,103.0,189.0,335.0,80.0,148.0,284.0,97.0,179.0,322.0,https://img.pokemondb.net/artwork/sigilyph.jpg,5.0
562,Yamask,Ghost,Spirit Pokémon,0.5,"1,08",1.5,3.3,1. Mummy,068 (Black/White)124 (Black 2/White 2)327 (Sword/Shield),1 Defense,190.0,"24.8% with PokéBall, full HP",50.0,normal,61.0,Medium Fast,"Amorphous, Mineral",50,50.0,25.0,"6,169–6,425 steps",38.0,186.0,280.0,30.0,58.0,174.0,85.0,157.0,295.0,55.0,103.0,229.0,65.0,121.0,251.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/yamask.jpg,5.0
563,Cofagrigus,Ghost,Coffin Pokémon,1.7,"5,07",76.5,168.7,1. Mummy,069 (Black/White)125 (Black 2/White 2)329 (Sword/Shield),2 Defense,90.0,"11.8% with PokéBall, full HP",50.0,normal,169.0,Medium Fast,"Amorphous, Mineral",50,50.0,25.0,"6,169–6,425 steps",58.0,226.0,320.0,50.0,94.0,218.0,145.0,265.0,427.0,95.0,175.0,317.0,105.0,193.0,339.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/cofagrigus.jpg,5.0
564,Tirtouga,Water Rock,Prototurtle Pokémon,0.7,"2,04",16.5,36.4,1. Solid Rock2. SturdySwift Swim (hidden ability),070 (Black/White)126 (Black 2/White 2)194 (Sun/Moon — Alola dex)241 (U.Sun/U.Moon — Alola dex)147 (The Crown Tundra),1 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,71.0,Medium Fast,"Water 1, Water 3",87.5,12.5,30.0,"7,454–7,710 steps",54.0,218.0,312.0,78.0,144.0,280.0,103.0,189.0,335.0,53.0,99.0,225.0,45.0,85.0,207.0,22.0,44.0,157.0,https://img.pokemondb.net/artwork/tirtouga.jpg,5.0
565,Carracosta,Water Rock,Prototurtle Pokémon,1.2,"3,11",81.0,178.6,1. Solid Rock2. SturdySwift Swim (hidden ability),071 (Black/White)127 (Black 2/White 2)195 (Sun/Moon — Alola dex)242 (U.Sun/U.Moon — Alola dex)148 (The Crown Tundra),2 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,173.0,Medium Fast,"Water 1, Water 3",87.5,12.5,30.0,"7,454–7,710 steps",74.0,258.0,352.0,108.0,198.0,346.0,133.0,243.0,401.0,83.0,153.0,291.0,65.0,121.0,251.0,32.0,62.0,179.0,https://img.pokemondb.net/artwork/carracosta.jpg,5.0
566,Archen,Rock Flying,First Bird Pokémon,0.5,"1,08",9.5,20.9,1. Defeatist,072 (Black/White)128 (Black 2/White 2)192 (Sun/Moon — Alola dex)239 (U.Sun/U.Moon — Alola dex)149 (The Crown Tundra),1 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,71.0,Medium Fast,"Flying, Water 3",87.5,12.5,30.0,"7,454–7,710 steps",55.0,220.0,314.0,112.0,206.0,355.0,45.0,85.0,207.0,74.0,137.0,271.0,45.0,85.0,207.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/archen.jpg,5.0
567,Archeops,Rock Flying,First Bird Pokémon,1.4,"4,07",32.0,70.5,1. Defeatist,073 (Black/White)129 (Black 2/White 2)193 (Sun/Moon — Alola dex)240 (U.Sun/U.Moon — Alola dex)150 (The Crown Tundra),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,177.0,Medium Fast,"Flying, Water 3",87.5,12.5,30.0,"7,454–7,710 steps",75.0,260.0,354.0,140.0,256.0,416.0,65.0,121.0,251.0,112.0,206.0,355.0,65.0,121.0,251.0,110.0,202.0,350.0,https://img.pokemondb.net/artwork/archeops.jpg,5.0
568,Trubbish,Poison,Trash Bag Pokémon,0.6,"2,00",31.0,68.3,1. Stench2. Sticky HoldAftermath (hidden ability),074 (Black/White)105 (Black 2/White 2)074 (X/Y — Mountain Kalos)206 (Sun/Moon — Alola dex)264 (U.Sun/U.Moon — Alola dex)157 (Sword/Shield),1 Speed,190.0,"24.8% with PokéBall, full HP",50.0,normal,66.0,Medium Fast,Mineral,50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,50.0,94.0,218.0,62.0,116.0,245.0,40.0,76.0,196.0,62.0,116.0,245.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/trubbish.jpg,5.0
569,Garbodor,Poison,Trash Heap Pokémon,1.9,"6,03",107.3,236.6,1. Stench2. Weak ArmorAftermath (hidden ability),075 (Black/White)106 (Black 2/White 2)075 (X/Y — Mountain Kalos)207 (Sun/Moon — Alola dex)265 (U.Sun/U.Moon — Alola dex)158 (Sword/Shield),2 Attack,60.0,"7.8% with PokéBall, full HP",50.0,normal,166.0,Medium Fast,Mineral,50,50.0,20.0,"4,884–5,140 steps",80.0,270.0,364.0,95.0,175.0,317.0,82.0,152.0,289.0,60.0,112.0,240.0,82.0,152.0,289.0,75.0,139.0,273.0,https://img.pokemondb.net/artwork/garbodor.jpg,5.0
570,Zorua,Dark,Tricky Fox Pokémon,0.7,"2,04",12.5,27.6,1. Illusion,076 (Black/White)151 (Black 2/White 2)124 (X/Y — Mountain Kalos)028 (U.Sun/U.Moon — Alola dex)219 (Legends: Arceus)087 (The Isle of Armor),1 Special Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,66.0,Medium Slow,Field,87.5,12.5,25.0,"6,169–6,425 steps",40.0,190.0,284.0,65.0,121.0,251.0,40.0,76.0,196.0,80.0,148.0,284.0,40.0,76.0,196.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/zorua.jpg,5.0
571,Zoroark,Dark,Illusion Fox Pokémon,1.6,"5,03",81.1,178.8,1. Illusion,077 (Black/White)152 (Black 2/White 2)125 (X/Y — Mountain Kalos)029 (U.Sun/U.Moon — Alola dex)220 (Legends: Arceus)088 (The Isle of Armor),2 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,179.0,Medium Slow,Field,87.5,12.5,20.0,"4,884–5,140 steps",60.0,230.0,324.0,105.0,193.0,339.0,60.0,112.0,240.0,120.0,220.0,372.0,60.0,112.0,240.0,105.0,193.0,339.0,https://img.pokemondb.net/artwork/zoroark.jpg,5.0
572,Minccino,Normal,Chinchilla Pokémon,0.4,"1,04",5.8,12.8,1. Cute Charm2. TechnicianSkill Link (hidden ability),078 (Black/White)107 (Black 2/White 2)266 (U.Sun/U.Moon — Alola dex)050 (Sword/Shield),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,60.0,Fast,Field,25,75.0,15.0,"3,599–3,855 steps",55.0,220.0,314.0,50.0,94.0,218.0,40.0,76.0,196.0,40.0,76.0,196.0,40.0,76.0,196.0,75.0,139.0,273.0,https://img.pokemondb.net/artwork/minccino.jpg,5.0
573,Cinccino,Normal,Scarf Pokémon,0.5,"1,08",7.5,16.5,1. Cute Charm2. TechnicianSkill Link (hidden ability),079 (Black/White)108 (Black 2/White 2)267 (U.Sun/U.Moon — Alola dex)051 (Sword/Shield),2 Speed,60.0,"7.8% with PokéBall, full HP",50.0,normal,165.0,Fast,Field,25,75.0,15.0,"3,599–3,855 steps",75.0,260.0,354.0,95.0,175.0,317.0,60.0,112.0,240.0,65.0,121.0,251.0,60.0,112.0,240.0,115.0,211.0,361.0,https://img.pokemondb.net/artwork/cinccino.jpg,5.0
574,Gothita,Psychic,Fixation Pokémon,0.4,"1,04",5.8,12.8,1. Frisk2. CompetitiveShadow Tag (hidden ability),080 (Black/White)136 (Black 2/White 2)126 (X/Y — Mountain Kalos)267 (Sword/Shield)051 (The Crown Tundra),1 Special Defense,200.0,"26.1% with PokéBall, full HP",50.0,normal,58.0,Medium Slow,Human-Like,25,75.0,20.0,"4,884–5,140 steps",45.0,200.0,294.0,30.0,58.0,174.0,50.0,94.0,218.0,55.0,103.0,229.0,65.0,121.0,251.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/gothita.jpg,5.0
