,National №,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,Name,img_url,Generation
405,406,Grass Poison,Bud,0.2,0.08,1.2,2.6,1. Natural Cure2. Poison PointLeaf Guard (hidden ability),025 (Diamond/Pearl)025 (Platinum)133 (Black 2/White 2)071 (X/Y — Central Kalos)097 (Omega Ruby/Alpha Sapphire)059 (Sword/Shield)025 (Brilliant Diamond/Shining Pearl)089 (Legends: Arceus),1 Special Attack,255,"33.3% with PokéBall, full HP",50,normal,56,Medium Slow,Undiscovered,50,50,20,"4,884–5,140 steps",40,190,284,30,58,174,35,67,185,50,94,218,70,130,262,55,103,229,Budew,https://img.pokemondb.net/artwork/budew.jpg,
406,407,Grass Poison,Bouquet,0.9,2.11,14.5,32.0,1. Natural Cure2. Poison PointTechnician (hidden ability),027 (Diamond/Pearl)027 (Platinum)135 (Black 2/White 2)073 (X/Y — Central Kalos)099 (Omega Ruby/Alpha Sapphire)061 (Sword/Shield)027 (Brilliant Diamond/Shining Pearl)091 (Legends: Arceus),3 Special Attack,75,"9.8% with PokéBall, full HP",50,normal,232,Medium Slow,"Fairy, Grass",50,50,20,"4,884–5,140 steps",60,230,324,70,130,262,65,121,251,125,229,383,105,193,339,90,166,306,Roserade,https://img.pokemondb.net/artwork/roserade.jpg,
407,408,Rock,Head Butt,0.9,2.11,31.5,69.4,1. Mold BreakerSheer Force (hidden ability),036 (Diamond/Pearl)036 (Platinum)188 (Sun/Moon — Alola dex)235 (U.Sun/U.Moon — Alola dex)036 (Brilliant Diamond/Shining Pearl)208 (Legends: Arceus),1 Attack,45,"5.9% with PokéBall, full HP",50,normal,70,Erratic,Monster,87.5,12.5,30,"7,454–7,710 steps",67,244,338,125,229,383,40,76,196,30,58,174,30,58,174,58,108,236,Cranidos,https://img.pokemondb.net/artwork/cranidos.jpg,
408,409,Rock,Head Butt,1.6,5.03,102.5,226.0,1. Mold BreakerSheer Force (hidden ability),037 (Diamond/Pearl)037 (Platinum)189 (Sun/Moon — Alola dex)236 (U.Sun/U.Moon — Alola dex)037 (Brilliant Diamond/Shining Pearl)209 (Legends: Arceus),2 Attack,45,"5.9% with PokéBall, full HP",50,normal,173,Erratic,Monster,87.5,12.5,30,"7,454–7,710 steps",97,304,398,165,301,471,60,112,240,65,121,251,50,94,218,58,108,236,Rampardos,https://img.pokemondb.net/artwork/rampardos.jpg,
409,410,Rock Steel,Shield,0.5,1.08,57.0,125.7,1. SturdySoundproof (hidden ability),038 (Diamond/Pearl)038 (Platinum)190 (Sun/Moon — Alola dex)237 (U.Sun/U.Moon — Alola dex)038 (Brilliant Diamond/Shining Pearl)210 (Legends: Arceus),1 Defense,45,"5.9% with PokéBall, full HP",50,normal,70,Erratic,Monster,87.5,12.5,30,"7,454–7,710 steps",30,170,264,42,80,201,118,216,368,42,80,201,88,162,302,30,58,174,Shieldon,https://img.pokemondb.net/artwork/shieldon.jpg,
410,411,Rock Steel,Shield,1.3,4.03,149.5,329.6,1. SturdySoundproof (hidden ability),039 (Diamond/Pearl)039 (Platinum)191 (Sun/Moon — Alola dex)238 (U.Sun/U.Moon — Alola dex)039 (Brilliant Diamond/Shining Pearl)211 (Legends: Arceus),2 Defense,45,"5.9% with PokéBall, full HP",50,normal,173,Erratic,Monster,87.5,12.5,30,"7,454–7,710 steps",60,230,324,52,98,223,168,306,478,47,89,212,138,252,412,30,58,174,Bastiodon,https://img.pokemondb.net/artwork/bastiodon.jpg,
411,412,Bug,Bagworm,0.2,0.08,3.4,7.5,1. Shed SkinOvercoat (hidden ability),045 (Diamond/Pearl)045 (Platinum)044 (X/Y — Central Kalos)045 (Brilliant Diamond/Shining Pearl)043 (Legends: Arceus),1 Special Defense,120,"15.7% with PokéBall, full HP",50,normal,45,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,Burmy,https://img.pokemondb.net/artwork/burmy.jpg,
412,413,Bug Grass,Bagworm,0.5,1.08,6.5,14.3,1. AnticipationOvercoat (hidden ability),046 (Diamond/Pearl)046 (Platinum)045 (X/Y — Central Kalos)046 (Brilliant Diamond/Shining Pearl)044 (Legends: Arceus),2 Special Defense,45,"5.9% with PokéBall, full HP",50,normal,148,Medium Fast,Bug,0,100,15,"3,599–3,855 steps",60,230,324,59,110,238,85,157,295,79,146,282,105,193,339,36,69,188,Wormadam,https://img.pokemondb.net/artwork/wormadam-plant.jpg,
413,414,Bug Flying,Moth,0.9,2.11,23.3,51.4,1. SwarmTinted Lens (hidden ability),047 (Diamond/Pearl)047 (Platinum)046 (X/Y — Central Kalos)047 (Brilliant Diamond/Shining Pearl)045 (Legends: Arceus),"1 Attack, 1 Special Attack",45,"5.9% with PokéBall, full HP",50,normal,148,Medium Fast,Bug,100,0,15,"3,599–3,855 steps",70,250,344,94,173,315,50,94,218,94,173,315,50,94,218,66,123,254,Mothim,https://img.pokemondb.net/artwork/mothim.jpg,
414,415,Bug Flying,Tiny Bee,0.3,1.00,5.5,12.1,1. Honey GatherHustle (hidden ability),053 (Diamond/Pearl)053 (Platinum)142 (Black 2/White 2)076 (X/Y — Central Kalos)116 (Sword/Shield)053 (Brilliant Diamond/Shining Pearl)070 (Legends: Arceus)203 (The Isle of Armor),1 Speed,120,"15.7% with PokéBall, full HP",50,normal,49,Medium Slow,Bug,87.5,12.5,15,"3,599–3,855 steps",30,170,264,30,58,174,42,80,201,30,58,174,42,80,201,70,130,262,Combee,https://img.pokemondb.net/artwork/combee.jpg,
415,416,Bug Flying,Beehive,1.2,3.11,38.5,84.9,1. PressureUnnerve (hidden ability),054 (Diamond/Pearl)054 (Platinum)143 (Black 2/White 2)077 (X/Y — Central Kalos)117 (Sword/Shield)054 (Brilliant Diamond/Shining Pearl)071 (Legends: Arceus)204 (The Isle of Armor),"1 Defense, 1 Special Defense",45,"5.9% with PokéBall, full HP",50,normal,166,Medium Slow,Bug,0,100,15,"3,599–3,855 steps",70,250,344,80,148,284,102,188,333,80,148,284,102,188,333,40,76,196,Vespiquen,https://img.pokemondb.net/artwork/vespiquen.jpg,
416,417,Electric,EleSquirrel,0.4,1.04,3.9,8.6,1. Run Away2. PickupVolt Absorb (hidden ability),055 (Diamond/Pearl)055 (Platinum)132 (X/Y — Coastal Kalos)055 (Brilliant Diamond/Shining Pearl)109 (Legends: Arceus),1 Speed,200,"26.1% with PokéBall, full HP",100,higher than normal,142,Medium Fast,"Fairy, Field",50,50,10,"2,314–2,570 steps",60,230,324,45,85,207,70,130,262,45,85,207,90,166,306,95,175,317,Pachirisu,https://img.pokemondb.net/artwork/pachirisu.jpg,
417,418,Water,Sea Weasel,0.7,2.04,29.5,65.0,1. Swift SwimWater Veil (hidden ability),056 (Diamond/Pearl)056 (Platinum)149 (Black 2/White 2)058 (X/Y — Mountain Kalos)056 (Brilliant Diamond/Shining Pearl)041 (Legends: Arceus),1 Speed,190,"24.8% with PokéBall, full HP",50,normal,66,Medium Fast,"Field, Water 1",50,50,20,"4,884–5,140 steps",55,220,314,65,121,251,35,67,185,60,112,240,30,58,174,85,157,295,Buizel,https://img.pokemondb.net/artwork/buizel.jpg,
418,419,Water,Sea Weasel,1.1,3.07,33.5,73.9,1. Swift SwimWater Veil (hidden ability),057 (Diamond/Pearl)057 (Platinum)150 (Black 2/White 2)059 (X/Y — Mountain Kalos)057 (Brilliant Diamond/Shining Pearl)042 (Legends: Arceus),2 Speed,75,"9.8% with PokéBall, full HP",50,normal,173,Medium Fast,"Field, Water 1",50,50,20,"4,884–5,140 steps",85,280,374,105,193,339,55,103,229,85,157,295,50,94,218,115,211,361,Floatzel,https://img.pokemondb.net/artwork/floatzel.jpg,
419,420,Grass,Cherry,0.4,1.04,3.3,7.3,1. Chlorophyll,058 (Diamond/Pearl)058 (Platinum)128 (Sword/Shield)058 (Brilliant Diamond/Shining Pearl)066 (Legends: Arceus),1 Special Attack,190,"24.8% with PokéBall, full HP",50,normal,55,Medium Fast,"Fairy, Grass",50,50,20,"4,884–5,140 steps",45,200,294,35,67,185,45,85,207,62,116,245,53,99,225,35,67,185,Cherubi,https://img.pokemondb.net/artwork/cherubi.jpg,
420,421,Grass,Blossom,0.5,1.08,9.3,20.5,1. Flower Gift,059 (Diamond/Pearl)059 (Platinum)129 (Sword/Shield)059 (Brilliant Diamond/Shining Pearl)067 (Legends: Arceus),2 Special Attack,75,"9.8% with PokéBall, full HP",50,normal,158,Medium Fast,"Fairy, Grass",50,50,20,"4,884–5,140 steps",70,250,344,60,112,240,70,130,262,87,161,300,78,144,280,85,157,295,Cherrim,https://img.pokemondb.net/artwork/cherrim.jpg,
421,422,Water,Sea Slug,0.3,1.00,6.3,13.9,1. Sticky Hold2. Storm DrainSand Force (hidden ability),060 (Diamond/Pearl)060 (Platinum)260 (Sun/Moon — Alola dex)341 (U.Sun/U.Moon — Alola dex)230 (Sword/Shield)060 (Brilliant Diamond/Shining Pearl)082 (Legends: Arceus),1 HP,190,"24.8% with PokéBall, full HP",50,normal,65,Medium Fast,"Amorphous, Water 1",50,50,20,"4,884–5,140 steps",76,262,356,48,90,214,48,90,214,57,107,234,62,116,245,34,65,183,Shellos,https://img.pokemondb.net/artwork/shellos.jpg,
422,423,Water Ground,Sea Slug,0.9,2.11,29.9,65.9,1. Sticky Hold2. Storm DrainSand Force (hidden ability),061 (Diamond/Pearl)061 (Platinum)261 (Sun/Moon — Alola dex)342 (U.Sun/U.Moon — Alola dex)231 (Sword/Shield)061 (Brilliant Diamond/Shining Pearl)083 (Legends: Arceus),2 HP,75,"9.8% with PokéBall, full HP",50,normal,166,Medium Fast,"Amorphous, Water 1",50,50,20,"4,884–5,140 steps",111,332,426,83,153,291,68,126,258,92,170,311,82,152,289,39,74,194,Gastrodon,https://img.pokemondb.net/artwork/gastrodon.jpg,
423,424,Normal,Long Tail,1.2,3.11,20.3,44.8,1. Technician2. PickupSkill Link (hidden ability),064 (Diamond/Pearl)064 (Platinum)124 (HeartGold/SoulSilver)369 (U.Sun/U.Moon — Alola dex)064 (Brilliant Diamond/Shining Pearl)079 (Legends: Arceus),2 Speed,45,"5.9% with PokéBall, full HP",100,higher than normal,169,Fast,Field,50,50,20,"4,884–5,140 steps",75,260,354,100,184,328,66,123,254,60,112,240,66,123,254,115,211,361,Ambipom,https://img.pokemondb.net/artwork/ambipom.jpg,
424,425,Ghost Flying,Balloon,0.4,1.04,1.2,2.6,1. Aftermath2. UnburdenFlare Boost (hidden ability),065 (Diamond/Pearl)065 (Platinum)208 (Black 2/White 2)001 (X/Y — Coastal Kalos)064 (Sun/Moon — Alola dex)076 (U.Sun/U.Moon — Alola dex)124 (Sword/Shield)065 (Brilliant Diamond/Shining Pearl)037 (Legends: Arceus)135 (The Isle of Armor),1 HP,125,"16.3% with PokéBall, full HP",50,normal,70,Fluctuating,Amorphous,50,50,30,"7,454–7,710 steps",90,290,384,50,94,218,34,65,183,60,112,240,44,83,205,70,130,262,Drifloon,https://img.pokemondb.net/artwork/drifloon.jpg,
425,426,Ghost Flying,Blimp,1.2,3.11,15.0,33.1,1. Aftermath2. UnburdenFlare Boost (hidden ability),066 (Diamond/Pearl)066 (Platinum)209 (Black 2/White 2)002 (X/Y — Coastal Kalos)065 (Sun/Moon — Alola dex)077 (U.Sun/U.Moon — Alola dex)125 (Sword/Shield)066 (Brilliant Diamond/Shining Pearl)038 (Legends: Arceus)136 (The Isle of Armor),2 HP,60,"7.8% with PokéBall, full HP",50,normal,174,Fluctuating,Amorphous,50,50,30,"7,454–7,710 steps",150,410,504,80,148,284,44,83,205,90,166,306,54,101,227,80,148,284,Drifblim,https://img.pokemondb.net/artwork/drifblim.jpg,
426,427,Normal,Rabbit,0.4,1.04,5.5,12.1,1. Run Away2. KlutzLimber (hidden ability),067 (Diamond/Pearl)067 (Platinum)080 (Black 2/White 2)024 (U.Sun/U.Moon — Alola dex)067 (Brilliant Diamond/Shining Pearl)064 (Legends: Arceus)004 (The Isle of Armor),1 Speed,190,"24.8% with PokéBall, full HP",0,lower than normal,70,Medium Fast,"Field, Human-Like",50,50,20,"4,884–5,140 steps",55,220,314,66,123,254,44,83,205,44,83,205,56,105,232,85,157,295,Buneary,https://img.pokemondb.net/artwork/buneary.jpg,
427,428,Normal,Rabbit,1.2,3.11,33.3,73.4,1. Cute Charm2. KlutzLimber (hidden ability),068 (Diamond/Pearl)068 (Platinum)081 (Black 2/White 2)025 (U.Sun/U.Moon — Alola dex)068 (Brilliant Diamond/Shining Pearl)065 (Legends: Arceus)005 (The Isle of Armor),2 Speed,60,"7.8% with PokéBall, full HP",140,higher than normal,168,Medium Fast,"Field, Human-Like",50,50,20,"4,884–5,140 steps",65,240,334,76,141,276,84,155,293,54,101,227,96,177,320,105,193,339,Lopunny,https://img.pokemondb.net/artwork/lopunny.jpg,
428,429,Ghost,Magical,0.9,2.11,4.4,9.7,1. Levitate,073 (Diamond/Pearl)073 (Platinum)067 (Sun/Moon — Alola dex)373 (U.Sun/U.Moon — Alola dex)073 (Brilliant Diamond/Shining Pearl)198 (Legends: Arceus),"1 Special Attack, 1 Special Defense",45,"5.9% with PokéBall, full HP",35,lower than normal,173,Fast,Amorphous,50,50,25,"6,169–6,425 steps",60,230,324,60,112,240,60,112,240,105,193,339,105,193,339,105,193,339,Mismagius,https://img.pokemondb.net/artwork/mismagius.jpg,
429,430,Dark Flying,Big Boss,0.9,2.11,27.3,60.2,1. Insomnia2. Super LuckMoxie (hidden ability),075 (Diamond/Pearl)075 (Platinum)052 (X/Y — Mountain Kalos)278 (Sun/Moon — Alola dex)079 (U.Sun/U.Moon — Alola dex)075 (Brilliant Diamond/Shining Pearl)141 (Legends: Arceus),2 Attack,30,"3.9% with PokéBall, full HP",35,lower than normal,177,Medium Slow,Flying,50,50,20,"4,884–5,140 steps",100,310,404,125,229,383,52,98,223,105,193,339,52,98,223,71,132,265,Honchkrow,https://img.pokemondb.net/artwork/honchkrow.jpg,
430,431,Normal,Catty,0.5,1.08,3.9,8.6,1. Limber2. Own TempoKeen Eye (hidden ability),076 (Diamond/Pearl)076 (Platinum)076 (Brilliant Diamond/Shining Pearl)152 (Legends: Arceus),1 Speed,190,"24.8% with PokéBall, full HP",50,normal,62,Fast,Field,25,75,20,"4,884–5,140 steps",49,208,302,55,103,229,42,80,201,42,80,201,37,71,190,85,157,295,Glameow,https://img.pokemondb.net/artwork/glameow.jpg,
431,432,Normal,Tiger Cat,1.0,3.03,43.8,96.6,1. Thick Fat2. Own TempoDefiant (hidden ability),077 (Diamond/Pearl)077 (Platinum)077 (Brilliant Diamond/Shining Pearl)153 (Legends: Arceus),2 Speed,75,"9.8% with PokéBall, full HP",50,normal,158,Fast,Field,25,75,20,"4,884–5,140 steps",71,252,346,82,152,289,64,119,249,64,119,249,59,110,238,112,206,355,Purugly,https://img.pokemondb.net/artwork/purugly.jpg,
432,433,Psychic,Bell,0.2,0.08,0.6,1.3,1. Levitate,082 (Diamond/Pearl)082 (Platinum)111 (X/Y — Coastal Kalos)157 (Omega Ruby/Alpha Sapphire)082 (Brilliant Diamond/Shining Pearl)195 (Legends: Arceus),1 Special Attack,120,"15.7% with PokéBall, full HP",50,normal,57,Fast,Undiscovered,50,50,25,"6,169–6,425 steps",45,200,294,30,58,174,50,94,218,65,121,251,50,94,218,45,85,207,Chingling,https://img.pokemondb.net/artwork/chingling.jpg,
433,434,Poison Dark,Skunk,0.4,1.04,19.2,42.3,1. Stench2. AftermathKeen Eye (hidden ability),084 (Diamond/Pearl)084 (Platinum)102 (X/Y — Coastal Kalos)130 (Sword/Shield)084 (Brilliant Diamond/Shining Pearl)110 (Legends: Arceus),1 Speed,225,"29.4% with PokéBall, full HP",50,normal,66,Medium Fast,Field,50,50,20,"4,884–5,140 steps",63,236,330,63,117,247,47,89,212,41,78,199,41,78,199,74,137,271,Stunky,https://img.pokemondb.net/artwork/stunky.jpg,
434,435,Poison Dark,Skunk,1.0,3.03,38.0,83.8,1. Stench2. AftermathKeen Eye (hidden ability),085 (Diamond/Pearl)085 (Platinum)103 (X/Y — Coastal Kalos)131 (Sword/Shield)085 (Brilliant Diamond/Shining Pearl)111 (Legends: Arceus),2 HP,60,"7.8% with PokéBall, full HP",50,normal,168,Medium Fast,Field,50,50,20,"4,884–5,140 steps",103,316,410,93,171,313,67,125,256,71,132,265,61,114,243,84,155,293,Skuntank,https://img.pokemondb.net/artwork/skuntank.jpg,
435,436,Steel Psychic,Bronze,0.5,1.08,60.5,133.4,1. Levitate2. HeatproofHeavy Metal (hidden ability),088 (Diamond/Pearl)088 (Platinum)250 (Black 2/White 2)118 (Sword/Shield)088 (Brilliant Diamond/Shining Pearl)180 (Legends: Arceus)087 (The Crown Tundra),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,60,Medium Fast,Mineral,Genderless,,20,"4,884–5,140 steps",57,224,318,24,47,161,86,159,298,24,47,161,86,159,298,23,45,159,Bronzor,https://img.pokemondb.net/artwork/bronzor.jpg,
436,437,Steel Psychic,Bronze Bell,1.3,4.03,187.0,412.3,1. Levitate2. HeatproofHeavy Metal (hidden ability),089 (Diamond/Pearl)089 (Platinum)251 (Black 2/White 2)119 (Sword/Shield)089 (Brilliant Diamond/Shining Pearl)181 (Legends: Arceus)088 (The Crown Tundra),"1 Defense, 1 Special Defense",90,"11.8% with PokéBall, full HP",50,normal,175,Medium Fast,Mineral,Genderless,,20,"4,884–5,140 steps",67,244,338,89,164,304,116,213,364,79,146,282,116,213,364,33,63,181,Bronzong,https://img.pokemondb.net/artwork/bronzong.jpg,
437,438,Rock,Bonsai,0.5,1.08,15.0,33.1,1. Sturdy2. Rock HeadRattled (hidden ability),092 (Diamond/Pearl)092 (Platinum)129 (X/Y — Mountain Kalos)030 (Sun/Moon — Alola dex)037 (U.Sun/U.Moon — Alola dex)252 (Sword/Shield)092 (Brilliant Diamond/Shining Pearl)123 (Legends: Arceus),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,58,Medium Fast,Undiscovered,50,50,20,"4,884–5,140 steps",50,210,304,80,148,284,95,175,317,10,22,130,45,85,207,10,22,130,Bonsly,https://img.pokemondb.net/artwork/bonsly.jpg,
438,439,Psychic Fairy,Mime,0.6,2.00,13.0,28.7,1. Soundproof2. FilterTechnician (hidden ability),094 (Diamond/Pearl)094 (Platinum)113 (X/Y — Coastal Kalos)059 (U.Sun/U.Moon — Alola dex)364 (Sword/Shield)094 (Brilliant Diamond/Shining Pearl)076 (Legends: Arceus)010 (The Crown Tundra),1 Special Defense,145,"19.0% with PokéBall, full HP",50,normal,62,Medium Fast,Undiscovered,50,50,25,"6,169–6,425 steps",20,150,244,25,49,163,45,85,207,70,130,262,90,166,306,60,112,240,Mime Jr.,https://img.pokemondb.net/artwork/mime-jr.jpg,
439,440,Normal,Playhouse,0.6,2.00,24.4,53.8,1. Natural Cure2. Serene GraceFriend Guard (hidden ability),096 (Diamond/Pearl)096 (Platinum)032 (Sun/Moon — Alola dex)039 (U.Sun/U.Moon — Alola dex)096 (Brilliant Diamond/Shining Pearl)086 (Legends: Arceus)006 (The Isle of Armor),1 HP,130,"17.0% with PokéBall, full HP",140,higher than normal,110,Fast,Undiscovered,0,100,40,"10,024–10,280 steps",100,310,404,5,13,119,5,13,119,15,31,141,65,121,251,30,58,174,Happiny,https://img.pokemondb.net/artwork/happiny.jpg,
440,441,Normal Flying,Music Note,0.5,1.08,1.9,4.2,1. Keen Eye2. Tangled FeetBig Pecks (hidden ability),102 (Diamond/Pearl)102 (Platinum)138 (X/Y — Coastal Kalos)102 (Brilliant Diamond/Shining Pearl)157 (Legends: Arceus),1 Attack,30,"3.9% with PokéBall, full HP",35,lower than normal,144,Medium Slow,Flying,50,50,20,"4,884–5,140 steps",76,262,356,65,121,251,45,85,207,92,170,311,42,80,201,91,168,309,Chatot,https://img.pokemondb.net/artwork/chatot.jpg,
441,442,Ghost Dark,Forbidden,1.0,3.03,108.0,238.1,1. PressureInfiltrator (hidden ability),108 (Diamond/Pearl)108 (Platinum)108 (Brilliant Diamond/Shining Pearl)139 (Legends: Arceus)047 (The Crown Tundra),"1 Defense, 1 Special Defense",100,"13.1% with PokéBall, full HP",50,normal,170,Medium Fast,Amorphous,50,50,30,"7,454–7,710 steps",50,210,304,92,170,311,108,198,346,92,170,311,108,198,346,35,67,185,Spiritomb,https://img.pokemondb.net/artwork/spiritomb.jpg,
442,443,Dragon Ground,Land Shark,0.7,2.04,20.5,45.2,1. Sand VeilRough Skin (hidden ability),109 (Diamond/Pearl)109 (Platinum)006 (X/Y — Mountain Kalos)238 (Sun/Moon — Alola dex)307 (U.Sun/U.Moon — Alola dex)109 (Brilliant Diamond/Shining Pearl)187 (Legends: Arceus)116 (The Crown Tundra),1 Attack,45,"5.9% with PokéBall, full HP",50,normal,60,Slow,"Dragon, Monster",50,50,40,"10,024–10,280 steps",58,226,320,70,130,262,45,85,207,40,76,196,45,85,207,42,80,201,Gible,https://img.pokemondb.net/artwork/gible.jpg,
443,444,Dragon Ground,Cave,1.4,4.07,56.0,123.5,1. Sand VeilRough Skin (hidden ability),110 (Diamond/Pearl)110 (Platinum)007 (X/Y — Mountain Kalos)239 (Sun/Moon — Alola dex)308 (U.Sun/U.Moon — Alola dex)110 (Brilliant Diamond/Shining Pearl)188 (Legends: Arceus)117 (The Crown Tundra),2 Attack,45,"5.9% with PokéBall, full HP",50,normal,144,Slow,"Dragon, Monster",50,50,40,"10,024–10,280 steps",68,246,340,90,166,306,65,121,251,50,94,218,55,103,229,82,152,289,Gabite,https://img.pokemondb.net/artwork/gabite.jpg,
444,445,Dragon Ground,Mach,1.9,6.03,95.0,209.4,1. Sand VeilRough Skin (hidden ability),111 (Diamond/Pearl)111 (Platinum)008 (X/Y — Mountain Kalos)240 (Sun/Moon — Alola dex)309 (U.Sun/U.Moon — Alola dex)111 (Brilliant Diamond/Shining Pearl)189 (Legends: Arceus)118 (The Crown Tundra),3 Attack,45,"5.9% with PokéBall, full HP",50,normal,270,Slow,"Dragon, Monster",50,50,40,"10,024–10,280 steps",108,326,420,130,238,394,95,175,317,80,148,284,85,157,295,102,188,333,Garchomp,https://img.pokemondb.net/artwork/garchomp.jpg,
445,446,Normal,Big Eater,0.6,2.00,105.0,231.5,1. Pickup2. Thick FatGluttony (hidden ability),112 (Diamond/Pearl)112 (Platinum)138 (X/Y — Central Kalos)035 (Sun/Moon — Alola dex)042 (U.Sun/U.Moon — Alola dex)260 (Sword/Shield)112 (Brilliant Diamond/Shining Pearl)051 (Legends: Arceus)172 (The Crown Tundra),1 HP,50,"6.5% with PokéBall, full HP",50,normal,78,Slow,Undiscovered,87.5,12.5,40,"10,024–10,280 steps",135,380,474,85,157,295,40,76,196,40,76,196,85,157,295,5,13,119,Munchlax,https://img.pokemondb.net/artwork/munchlax.jpg,
446,447,Fighting,Emanation,0.7,2.04,20.2,44.5,1. Steadfast2. Inner FocusPrankster (hidden ability),115 (Diamond/Pearl)115 (Platinum)033 (Black 2/White 2)062 (X/Y — Central Kalos)279 (Sun/Moon — Alola dex)377 (U.Sun/U.Moon — Alola dex)298 (Sword/Shield)115 (Brilliant Diamond/Shining Pearl)223 (Legends: Arceus)134 (The Crown Tundra),1 Attack,75,"9.8% with PokéBall, full HP",50,normal,57,Medium Slow,Undiscovered,87.5,12.5,25,"6,169–6,425 steps",40,190,284,70,130,262,40,76,196,35,67,185,40,76,196,60,112,240,Riolu,https://img.pokemondb.net/artwork/riolu.jpg,
447,448,Fighting Steel,Aura,1.2,3.11,54.0,119.0,1. Steadfast2. Inner FocusJustified (hidden ability),116 (Diamond/Pearl)116 (Platinum)034 (Black 2/White 2)063 (X/Y — Central Kalos)280 (Sun/Moon — Alola dex)378 (U.Sun/U.Moon — Alola dex)299 (Sword/Shield)116 (Brilliant Diamond/Shining Pearl)224 (Legends: Arceus)135 (The Crown Tundra),"1 Attack, 1 Special Attack",45,"5.9% with PokéBall, full HP",50,normal,184,Medium Slow,"Field, Human-Like",87.5,12.5,25,"6,169–6,425 steps",70,250,344,110,202,350,70,130,262,115,211,361,70,130,262,90,166,306,Lucario,https://img.pokemondb.net/artwork/lucario.jpg,
448,449,Ground,Hippo,0.8,2.07,49.5,109.1,1. Sand StreamSand Force (hidden ability),122 (Diamond/Pearl)122 (Platinum)048 (X/Y — Coastal Kalos)314 (Sword/Shield)122 (Brilliant Diamond/Shining Pearl)107 (Legends: Arceus),1 Defense,140,"18.3% with PokéBall, full HP",50,normal,66,Slow,Field,50,50,30,"7,454–7,710 steps",68,246,340,72,134,267,78,144,280,38,72,192,42,80,201,32,62,179,Hippopotas,https://img.pokemondb.net/artwork/hippopotas.jpg,
449,450,Ground,Heavyweight,2.0,6.07,300.0,661.4,1. Sand StreamSand Force (hidden ability),123 (Diamond/Pearl)123 (Platinum)049 (X/Y — Coastal Kalos)315 (Sword/Shield)123 (Brilliant Diamond/Shining Pearl)108 (Legends: Arceus),2 Defense,60,"7.8% with PokéBall, full HP",50,normal,184,Slow,Field,50,50,30,"7,454–7,710 steps",108,326,420,112,206,355,118,216,368,68,126,258,72,134,267,47,89,212,Hippowdon,https://img.pokemondb.net/artwork/hippowdon.jpg,
